loc,PM2.5,year,month,day,hour,PM10,AT,BP,SR,RH,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
AshokVihar,77,2018,6,1,0,274,34.51,975.17,2,62.17,7.42,129,3.21,23.36,10.93,98.13,0.53,5.14,43,26.55
AshokVihar,75,2018,6,1,1,237,34.05,976.08,2,62.33,7.43,129,2.93,21.71,9.48,97.8,0.51,3.94,47.82,24.64
AshokVihar,81,2018,6,1,2,219,33.12,991.25,2,65,7.43,129,2.27,11.9,1.68,46.27,0.12,4.55,10.64,15.24
AshokVihar,70,2018,6,1,3,217,32.54,998.5,2,66.92,7.42,129,1.72,10.7,2.97,35.88,0.3,4.2,13.44,42.32
AshokVihar,74,2018,6,1,4,226,31.93,997.9,2.08,69.83,7.41,129,1.83,32.49,2.73,26.55,0.39,3.32,8.48,44.78
AshokVihar,77,2018,6,1,5,208,30.97,997.3,8.58,73.5,7.43,129,2.07,10.1,2.43,19.9,0.6,4.44,3.27,51.34
AshokVihar,70,2018,6,1,6,274,30.37,996.7,75.08,72.75,7.41,129,1.86,10.133333,2.16,22.99,0.49,4.84,2.67,49
AshokVihar,55,2018,6,1,7,276,30.87,996.1,220.92,69.75,7.43,129,1.87,10.166667,2.03,29.87,0.41,3.89,2.78,53.67
AshokVihar,51,2018,6,1,8,228,32.52,995.5,395.25,67,7.41,129,2.16,10.2,1.88,34.92,0.4,2.68,1.98,53.25
AshokVihar,55,2018,6,1,9,208,34.19,990.17,554.75,64.67,7.41,129,2.38,10.98,2.58,44.63,0.42,3.87,20.68,43.88
AshokVihar,67,2018,6,1,10,251,35.52,977.75,696.83,62.75,7.42,129,2.81,45.32,2.52,58.11,0.32,5.57,4.53,69.43
AshokVihar,63,2018,6,1,11,263,36.83,966.5,782.5,60.75,7.43,129,2.24,10,2.24,81.4,0.42,9.02,4.62,77.24
AshokVihar,68,2018,6,1,12,259,38.2,955.25,801.58,58.92,7.46,129,2,11.4,2.91,95.77,0.38,8.93,9.65,68.92
AshokVihar,61,2018,6,1,13,255,39.76,944.83,761.25,57,7.43,129,2.01,22.775,2.59,113.2,0.38,8.86,4.02,62.74
AshokVihar,59,2018,6,1,14,239,40.8,938.25,663.17,55.92,7.43,129,1.67,34.15,1.82,115.66,0.33,5.29,4.83,53.02
AshokVihar,59,2018,6,1,15,243,40.7,938.05,512.15,55.98,7.41,129,1.33,45.525,1.71,123.22,0.35,5.01,5.68,53.38
AshokVihar,56,2018,6,1,16,257,40.48,937.08,342.42,55.92,7.43,129,1.28,56.9,3.57,109.93,0.33,8.52,5.54,48.02
AshokVihar,59,2018,6,1,17,274,39.51,942.67,133.08,56.67,7.46,129,1.43,10.39,2.54,105.11,0.56,14.39,13.19,45.27
AshokVihar,63,2018,6,1,18,311,38.33,948.58,44.83,57.75,7.42,129,1.87,12.71,4.73,88.28,0.63,3.28,57.47,14.57
AshokVihar,64,2018,6,1,19,328,37.08,966.75,4.42,60.75,7.42,129,1.8,12.64,6.57,69.73,0.65,3.79,56.98,14.42
AshokVihar,66,2018,6,1,20,373,30.56,988.33,2,68.08,7.41,129,1.48,13.32,5.18,66.1,0.34,6.8,19.96,43.33
AshokVihar,327.25,2018,6,1,21,373,26.81,987.6,2,72.33,7.4,129,1.32,12.975,1.13,76.92,0.2,2.51,1.89,49.54
AshokVihar,351,2018,6,1,22,288.5,28.64,986.87,2,64.33,7.4,129,2.68,12.63,2.5,69.49,0.18,3.27,5.14,39.87
AshokVihar,66.83,2018,6,1,23,204,28.94,985.08,2,64,7.4,129,1.53,18.39,4.11,50.46,0.31,1.45,39.02,19.92
AshokVihar,51.08,2018,6,2,0,150,28.09,998.12,2,66.33,7.41,129,2.25,18.98,4.69,41.81,0.31,2.76,39.73,21.26
AshokVihar,52.92,2018,6,2,1,113.75,28.21,994,2,65.33,7.41,129,1.91,12.51,6.14,39.82,0.3,2.66,35.68,19.27
AshokVihar,39.25,2018,6,2,2,100,28.21,990.83,2,65,7.43,129,2.95,24.98,2.13,27.78,0.09,3.05,15.5,12.84
AshokVihar,38,2018,6,2,3,85.25,27.87,991.58,2,65,7.4,129,2.34,17.19,1.51,42.94,0.13,3.07,21.78,32.31
AshokVihar,36.17,2018,6,2,4,74.83,27.73,990.5,2,65,7.4,129,3.32,14.67,11.38,38.83,0.13,1.73,26.99,23.7
AshokVihar,37.83,2018,6,2,5,78.58,27.59,992.92,8.42,65.33,7.4,129,1.33,12.38,5.06,45.33,0.22,1.79,22.13,20.9
AshokVihar,36.17,2018,6,2,6,89.08,28.13,992.58,80.08,65.25,7.41,129,1.98,13.38,6.31,38.7,0.32,2.03,34.61,15.35
AshokVihar,46.08,2018,6,2,7,123.92,29.28,984.92,215.33,63.83,7.43,129,3.83,17.39,9.8,37.21,0.45,2.47,31.06,21.22
AshokVihar,42.42,2018,6,2,8,123.33,30.9,972.92,380.42,62,7.43,129,3.82,14.71,9.19,45.21,0.38,2.72,33.35,18.51
AshokVihar,42,2018,6,2,9,138.58,32.87,959.67,545.33,59.42,7.42,129,4.2,14.34,9.3,56.67,0.32,2.55,29.18,18.55
AshokVihar,50.25,2018,6,2,10,149.17,33.87,955.42,660,58.75,7.42,129,3.06,13.38,4.12,74.93,0.4,5.02,9.56,18.91
AshokVihar,51.92,2018,6,2,11,174.75,35.17,951.42,724.42,58.08,7.42,129,1.81,10.23,2.39,97.78,0.39,8.71,3.44,36
AshokVihar,37.33,2018,6,2,12,189.83,35.44,954.67,750.33,58.67,7.43,129,1.42,11.4,2.31,101.86,0.38,11.62,8.97,32.75
AshokVihar,45.17,2018,6,2,13,200.17,35.8,958.33,720.25,59.25,7.41,129,1.93,10.48,2.76,106.1,0.42,7.16,9.59,33.47
AshokVihar,55.17,2018,6,2,14,186.33,36.43,955.92,631.67,58.83,7.42,129,1.39,19.753332,2.08,111.83,0.39,5.97,3.19,35.73
AshokVihar,62.42,2018,6,2,15,206.08,36.86,953.67,499.83,58.58,7.41,129,1.62,29.026667,2.1,113.64,0.38,7.47,3.3,36.5
AshokVihar,52,2018,6,2,16,225.42,36.78,954.67,335.5,58.75,7.41,129,1.43,38.3,2.52,103.09,0.36,13.42,4.88,34.11
AshokVihar,54.67,2018,6,2,17,238,36.23,959.58,138.17,59.58,7.41,129,1.58,10.78,4.91,102.81,0.49,22.74,3.13,34
AshokVihar,53.17,2018,6,2,18,247.25,35.4,964.33,49.17,60.25,7.42,129,1.63,11.12,2.44,90.04,0.58,24.91,9.24,34.35
AshokVihar,52.08,2018,6,2,19,263.58,33.72,990,4.75,64.58,7.42,129,1.67,18.17,13.82,104.02,0.63,3.33,42.7,19.82
AshokVihar,55.67,2018,6,2,20,195.33,32.56,996.25,2,66.25,7.43,129,2,21.81,17.92,93.51,0.64,8.61,44.98,23.8
AshokVihar,57.83,2018,6,2,21,163.33,31.48,995.9357,2,67.67,7.41,129,1.93,15.91,13.37,96.88,0.7,4.1,45.45,17.83
AshokVihar,53.42,2018,6,2,22,134.42,31.16,995.6214,2,68.25,7.42,129,2.79,13.95,6.47,50.18,0.66,4.09,33.75,21.03
AshokVihar,51.17,2018,6,2,23,118.25,30.69,995.3071,2,68.58,7.41,129,1.76,10.93,2.78,53.35,0.5,3.35,31.27,19.99
AshokVihar,44.58,2018,6,3,0,108.9,30.42,994.99286,2,68,7.43,129,1.97,13.02,3.02,45.92,0.52,2.86,41.37,14.99
AshokVihar,55,2018,6,3,1,128.17,29.96,994.6786,2,67,7.41,129,1.91,11.69,2.69,46.58,0.37,5.07,9.88,39.98
AshokVihar,50.5,2018,6,3,2,108.92,29.72,994.36426,2,66.92,7.41,129,1.75,11.1,1,50.32,0.1,4.33,4,15.99
AshokVihar,45.42,2018,6,3,3,91.42,29.48,994.05,2,67.33,7.41,129,2.1,10.93,2.79,42.93,0.24,3.45,24.08,27.75
AshokVihar,45,2018,6,3,4,91.83,29.29,993.7357,2,68.5,7.41,129,3.16,19.19,1.75,36,0.26,5.11,3.76,36.93
AshokVihar,50.5,2018,6,3,5,93.83,28.3,993.4214,7.83,72.33,7.42,129,1.87,10.78,4.97,78.7,0.48,4.7,22.78,30.77
AshokVihar,64.75,2018,6,3,6,112.33,27.88,993.1071,71.25,75.75,7.41,129,2.74,11.28,8.26,33.28,0.53,3.3,46.43,14
AshokVihar,74.25,2018,6,3,7,131.42,28.35,992.79285,197.08,75.58,7.42,129,3.23,11.83,8.78,29.29,0.51,3.75,47.42,15.08
AshokVihar,74.08,2018,6,3,8,144.92,29.6,992.4786,373.17,72.83,7.43,129,2.99,11.2,3.98,41.96,0.42,3.49,14,39.28
AshokVihar,59.33,2018,6,3,9,133.17,32.12,992.16425,540.92,68.42,7.4,129,4.18,12.91,16.77,62.24,0.39,2.54,38.18,21.41
AshokVihar,60.75,2018,6,3,10,144.83,34.42,991.85,682.33,65.08,7.43,129,3.29,17.47,3.26,116.99,0.36,5.38,15.63,39.29
AshokVihar,62.83,2018,6,3,11,161.58,35.92,976.58,759.08,62.5,7.43,129,2.27,11.05,7.99,125.23,0.41,3.92,32.35,32.98
AshokVihar,62.08,2018,6,3,12,158.42,37.57,957.33,779.92,59.25,7.43,129,2.05,11.4,3.45,91.79,0.34,4.13,12.12,50.37
AshokVihar,52.83,2018,6,3,13,144.25,38.32,953.75,736,58.5,7.44,129,1.76,20.125,1.48,105.13,0.32,3.64,3.82,54.16
AshokVihar,47.42,2018,6,3,14,145.75,39,947.5,645.33,57.42,7.42,129,1,28.849998,1.3,115.4,0.36,2.73,2.85,46.03
AshokVihar,51.58,2018,6,3,15,159.75,38.95,943.67,506.08,56.92,7.43,129,1.28,37.575,1.42,127.22,0.31,4.36,3.42,47.48
AshokVihar,50.17,2018,6,3,16,175.67,39.1,942.33,337.17,56.67,7.43,129,1.12,46.3,1.72,118.58,0.29,3.45,3.84,42.79
AshokVihar,50.92,2018,6,3,17,179.75,38.34,945.17,132.08,57.17,7.44,129,1.18,28.539999,1.5,130.74,0.41,5.12,3.54,45.83
AshokVihar,52.83,2018,6,3,18,183.67,37.57,949.75,45.92,57.83,7.42,129,1.69,10.78,2.02,112.44,0.5,7.42,7.36,44.13
AshokVihar,54.83,2018,6,3,19,217.92,36.03,968.17,5.17,61.08,7.43,129,2.09,12.31,6.88,77.53,0.54,2.58,49.62,14.39
AshokVihar,67.83,2018,6,3,20,253.08,34.78,984.67,2,63.75,7.43,129,2.93,12.77,4.35,60.88,0.59,3.76,45.99,17.56
AshokVihar,64.42,2018,6,3,21,216.58,34.33,986.67,2,64.17,7.44,129,2.23,19.06,7.17,55.09,0.81,2.97,49.92,21.29
AshokVihar,59.42,2018,6,3,22,187.33,33.76,993.92,2,65.42,7.42,129,3.97,24.22,8.37,47.88,0.84,3.88,40.62,28.58
AshokVihar,69.08,2018,6,3,23,194.17,33.08,998.5,2,66.83,7.43,129,2.43,13.79,8.62,63.23,0.64,2.57,42.48,16.22
AshokVihar,58.08,2018,6,4,0,166.2,32.65,998.27124,2,67,7.43,129,1.84,11.83,5.1,52.35,0.46,2.39,28.47,23.56
AshokVihar,50.58,2018,6,4,1,157.5,32.39,998.0425,2,67,7.43,129,1.74,11.24,1.74,44.48,0.35,3.92,3.06,43.17
AshokVihar,51.83,2018,6,4,2,139.58,32.22,997.8137,2,67,7.44,129,1.3,10.75,1.28,43.27,0.12,4.03,3.67,16.02
AshokVihar,52.92,2018,6,4,3,134.33,31.69,997.58496,2,67.92,7.41,129,1.51,10.67,2.46,37.07,0.3,3.7,20.49,31.92
AshokVihar,52.08,2018,6,4,4,122.08,31.57,997.35626,2,68,7.42,129,2.53,20.05,1.78,34.96,0.23,3.44,3.48,42.86
AshokVihar,46.5,2018,6,4,5,123.75,31.48,997.1275,9,68,7.42,129,2.21,12.09,8.06,29.57,0.43,1.89,41.75,19.71
AshokVihar,47.83,2018,6,4,6,162.5,31.88,996.89874,74.42,67.58,7.42,129,2.32,12.34,4.4,28.67,0.49,1.7,43.89,14.67
AshokVihar,49.83,2018,6,4,7,147.67,32.93,996.67,204.33,66.5,7.42,129,2.88,13.08,3.1,34.89,0.49,2.34,32.33,25.59
AshokVihar,48.17,2018,6,4,8,156.08,34.63,986.83,363.17,64.25,7.41,129,2.32,11.39,2.42,46.08,0.5,2.89,3.38,44.75
AshokVihar,52.58,2018,6,4,9,167.08,36.47,972,519.17,61.67,7.43,129,2.34,10.8,1.82,62.53,0.44,3.77,3.44,43.94
AshokVihar,55.75,2018,6,4,10,197.33,37.84,965.75,646.5,60.58,7.43,129,1.99,54.8,2.18,64.85,0.41,8.09,3.22,42.93
AshokVihar,56.92,2018,6,4,11,232.08,39.07,957.83,734.92,59.17,7.45,129,1.37,54.316666,1.74,80.9,0.4,5.15,3.5,55.53
AshokVihar,63.42,2018,6,4,12,244.17,40.27,948.17,743.08,57.58,7.47,129,1.35,53.833332,2.41,89.55,0.39,3.86,3.16,57.38
AshokVihar,59.42,2018,6,4,13,253.25,41,940.17,684.67,56.33,7.44,129,1.94,53.35,1.56,96.92,0.35,5.87,3.27,58.35
AshokVihar,63.58,2018,6,4,14,259.5,40.91,942.5,543.25,56.58,7.42,129,1.93,52.86667,1.57,107.27,0.4,4.57,3.32,51.82
AshokVihar,63.08,2018,6,4,15,240.75,40.85,942.58,463.5,56.92,7.45,129,2.23,52.383335,1.77,107.98,0.42,10.98,3.34,51.13
AshokVihar,63,2018,6,4,16,249.08,40.33,944.75,301.58,57,7.43,129,1.8,51.9,4.18,99.61,0.39,35.78,5.28,46.73
AshokVihar,62.12,2018,6,4,17,261.38,39.38,950.42,139.68,58.2,7.43,129,1.5,31.35,2.11,101.68,0.56,24.24,3.35,49.32
AshokVihar,65.67,2018,6,4,18,254.75,38.03,962.33,46.58,59,7.44,129,1.82,10.8,2.62,83.22,0.53,22.25,5.18,48.8
AshokVihar,63.25,2018,6,4,19,265.92,36.64,982.5,5.08,62,7.46,129,2.33,14.53,3.28,67.78,0.47,7.6,3.87,49.66
AshokVihar,65.75,2018,6,4,20,252.33,35.81,991.5,2,63.83,7.43,129,2.13,11.03,2.75,64.02,0.58,6.45,19.93,38.85
AshokVihar,66,2018,6,4,21,214.33,35.56,988.17,1.92,63.08,7.43,129,1.33,10.83,5.39,90.97,0.63,6.01,44.46,18.73
AshokVihar,63.25,2018,6,4,22,200.92,35.09,991.25,2,63.75,7.43,129,2.84,13.82,10.72,69.38,0.6,4.38,43.41,17.65
AshokVihar,63.92,2018,6,4,23,174.33,34.73,991.42,2,63.75,7.46,129,2.33,12.68,3.92,51.11,0.49,12.3,23.88,31.66
AshokVihar,51.17,2018,6,5,0,147.25,34.23,994.33,2,64.17,7.42,129,1.62,10.66,2.89,45.71,0.47,7.11,16.26,32.78
AshokVihar,52.75,2018,6,5,1,134.92,33.78,996.33,2,64.58,7.43,129,1.83,11.05,1.78,36.4,0.42,10.78,2.53,44.92
AshokVihar,48.42,2018,6,5,2,129.42,33.29,998.3,2,65,7.44,129,1.98,22.266666,0.88,36.85,0.12,10.4,8.22,15.27
AshokVihar,48,2018,6,5,3,184.92,33,997.7217,2,65,7.43,129,2.07,33.483334,1.57,40.56,0.3,6.66,3.32,41.81
AshokVihar,37,2018,6,5,4,114.83,32.67,997.1433,2,65.75,7.41,129,1.15,44.7,1.65,37.48,0.23,4.4,3.36,40.22
AshokVihar,45.17,2018,6,5,5,101.58,32.28,996.565,8.08,67,7.43,129,2.19,10.72,1.91,34.01,0.39,4.25,10.57,38.63
AshokVihar,45.08,2018,6,5,6,105.58,32.38,995.9867,63,67,7.43,129,2.7,11.73,2.2,30.52,0.48,3.88,16.65,31.69
AshokVihar,42.25,2018,6,5,7,128,33.31,995.4083,194.42,66.25,7.43,129,2.53,11.41,2.48,31.42,0.51,3.81,16.56,31.47
AshokVihar,49.33,2018,6,5,8,145.58,34.74,994.83,347.58,64.25,7.43,129,2.62,11.32,3.49,36.9,0.53,3.16,16.85,32.16
AshokVihar,50,2018,6,5,9,167.17,36.18,984.08,501.17,62.08,7.42,129,2.65,11.06,1.93,54.92,0.47,6.28,4.85,43.22
AshokVihar,54.58,2018,6,5,10,184.58,37.35,976.67,591.58,60.67,7.47,129,2.45,19.39,2.97,63.2,0.43,8.36,4.39,37.49
AshokVihar,56.83,2018,6,5,11,208.92,38.11,971.92,681.08,59.75,7.46,129,2.02,20.831999,2.02,77.63,0.42,10.18,3.18,47.56
AshokVihar,56.08,2018,6,5,12,214.67,39.07,962.92,726.42,58.08,7.43,129,1.73,22.274,3.78,86.06,0.38,8.08,2.53,51.13
AshokVihar,51.42,2018,6,5,13,198.5,39.91,957.33,699.33,55.33,7.46,129,1.18,23.716,1.56,93.72,0.3,13.33,2.59,52.15
AshokVihar,46.42,2018,6,5,14,176.83,40.38,965.17,620,52.42,7.43,129,1.73,25.158,1.39,98.13,0.36,8.69,2.67,43.7
AshokVihar,42.33,2018,6,5,15,156.67,40.55,961.25,474.58,52.58,7.42,129,1.38,26.6,2.71,66.23,0.37,8.75,2.45,21.62
AshokVihar,44.75,2018,6,5,16,172.42,40.27,962.08,326,52.42,7.43,129,1.5,32.6,1.06,60.56,0.43,6.22,3.32,26.83
AshokVihar,44.08,2018,6,5,17,172.17,39.51,966.08,138.5,53.33,7.41,129,1.41,32.7,1.01,52.44,0.51,11.65,2.38,29.41
AshokVihar,46.75,2018,6,5,18,171.08,38.3,976.08,48.33,56.17,7.43,129,2.15,19.15,3.96,53.05,0.55,20.62,2.16,46.51
AshokVihar,54.33,2018,6,5,19,177.42,37.45,980.25,5,57,7.42,129,2.37,16.07,6.02,54.16,0.68,7.71,46.13,20.16
AshokVihar,53.17,2018,6,5,20,174.33,36.7,987.92,2,59.08,7.44,129,1.73,16.42,5.66,49.73,0.7,4.8,60.8,18.14
AshokVihar,61.25,2018,6,5,21,178.58,35.84,997.33,2,61.83,7.42,129,1.71,14.31,4.42,44.44,0.72,3.59,63.69,16
AshokVihar,66.58,2018,6,5,22,191.83,35.37,997.49695,2,62.75,7.42,129,2.45,14.26,4.63,49.08,0.75,4.18,43.34,17.14
AshokVihar,54.17,2018,6,5,23,163.67,34.89,997.6639,2,63.5,7.4,129,2.01,10.81,3.22,32.48,0.72,2.87,21.77,20.78
AshokVihar,66.75,2018,6,6,0,176.58,34.47,997.8308,2,64.5,7.4,129,2.17,10.64,0.97,0.2,0.58,2.25,6.13,40
AshokVihar,64.33,2018,6,6,1,171.58,34.19,997.9977,2,65,7.4,129,2.05,54.1,0.38,2.2,0.54,2.1,2.67,54.97
AshokVihar,57.58,2018,6,6,2,173.75,33.84,998.1646,2,66.08,7.4,129,2.42,10.63,1.31,9.69,0.21,1.07,9.07,31.52
AshokVihar,66.17,2018,6,6,3,162.08,31.99,998.33154,2,70.25,7.41,129,4.83,41.77,2.98,9.88,0.35,2.88,22.27,70.33
AshokVihar,84.42,2018,6,6,4,186.67,30.83,998.4985,2,69.25,7.4,129,2.24,150.3,1.88,13.94,0.33,2.21,4.5,135.77
AshokVihar,54.83,2018,6,6,5,248.58,29.09,998.6654,3.5,72.5,7.43,129,1.74,101.55,1.21,21.21,0.3,1.73,4.45,127.95
AshokVihar,45.58,2018,6,6,6,342.92,27.43,998.83234,15.75,78,7.41,129,1.95,52.8,1.11,25.8,0.34,1.16,2.2,73.76
AshokVihar,29.42,2018,6,6,7,136.5,28.54,998.9992,104.58,74.17,7.41,129,1.47,31.575,0.28,17.91,0.5,0.99,2.48,55.88
AshokVihar,29.83,2018,6,6,8,97.75,29.94,999.16614,275.75,68.17,7.41,129,2.3,10.35,0.49,27.63,0.5,1.32,2.66,62.01
AshokVihar,34.58,2018,6,6,9,106.08,31.39,999.33307,460.75,64.83,7.4,129,3.28,21.8,0.4,33.52,0.44,1.96,2.91,51.47
AshokVihar,31.33,2018,6,6,10,168.42,32.47,999.5,499.67,63,7.41,129,2.27,77.5,1.73,41.74,0.4,2.5,3.19,60.79
AshokVihar,42.92,2018,6,6,11,156.58,32.72,999.75,250.83,63.75,7.41,129,2.41,12.43,2.97,45.57,0.59,3.75,63.96,25.48
AshokVihar,44,2018,6,6,12,135.75,34.63,1000,395.33,62.42,7.43,129,3.11,13.75,3.17,52.67,0.6,4.73,77.42,16.88
AshokVihar,50.3,2018,6,6,13,158.3,34.66,991.17,459.5,64.17,7.43,129,2.76,13.23,8.12,75.85,0.5,5.49,60.62,32.33
AshokVihar,62,2018,6,6,14,172,33.33,1000,245,67.67,7.4,129,2.55,11.03,2.97,47.08,0.59,5.09,21.63,50.56
AshokVihar,45.58,2018,6,6,15,132.67,34.95,990,408.75,64.42,7.44,129,3.19,15.91,3.17,38.47,0.47,2.47,34.89,46.74
AshokVihar,59.58,2018,6,6,16,150.08,34.57,992.58,254.33,65.17,7.42,129,3.31,11.45,7.47,51.12,0.47,2.63,70.17,16.82
AshokVihar,61,2018,6,6,17,154.75,34.1,997.75,167.75,66.5,7.4,129,2.62,11.15,5.97,40.39,0.68,3.67,29.06,22.84
AshokVihar,58.25,2018,6,6,18,171.5,33.39,997.425,51.58,67.67,7.41,129,2.37,10.6,5.67,34.38,0.69,4.47,38.21,25.13
AshokVihar,68.08,2018,6,6,19,177.58,32.36,997.1,6.08,69.58,7.41,129,2.43,13.08,7.85,29.8,0.63,3.83,74.43,15.54
AshokVihar,61.67,2018,6,6,20,174.33,31.77,996.775,2,70.83,7.4,129,3.28,15.48,7.27,26.35,0.71,5.68,63.36,22.07
AshokVihar,67.42,2018,6,6,21,166.67,31.35,996.45,2,72,7.43,129,2.6,16.68,7.04,23.08,0.72,4.44,65.82,19.27
AshokVihar,72.58,2018,6,6,22,166.92,31.35,996.125,2,72.42,7.4,129,3.72,15.45,5.86,22.59,0.79,5.44,52.74,20.18
AshokVihar,63.83,2018,6,6,23,138.58,31.06,995.8,2,73,7.4,129,3.17,19.55,4.82,11.73,0.98,3.98,38.39,22.72
AshokVihar,63.92,2018,6,7,0,150.67,30.65,995.475,2,73.25,7.41,129,4.85,25.02,4.46,12.65,0.92,3.71,45.21,29.87
AshokVihar,119.92,2018,6,7,1,225.33,30.38,995.15,2,74.5,7.4,129,21.77,36.21,5.22,22.88,1,5.77,25.74,46.25
AshokVihar,141.5,2018,6,7,2,252.17,30.77,994.825,2,73.5,7.4,129,12.95,27.37,4.78,90.48,0.26,4.83,21.11,14.31
AshokVihar,89.83,2018,6,7,3,174.25,30.4,994.5,2,72.83,7.4,129,3.98,17.24,9.76,10.7,0.56,2.96,60.03,21.22
AshokVihar,71.25,2018,6,7,4,121.17,30.04,994.175,2,73.42,7.42,129,4.3,16.99,7.47,9.69,0.53,3.53,56.43,22.91
AshokVihar,72.75,2018,6,7,5,123.42,29.91,993.85004,8.67,73.75,7.41,129,4.16,20.65,4.79,12.88,0.58,3.26,63.64,24.84
AshokVihar,73.92,2018,6,7,6,129.5,30.45,993.525,71,73.42,7.42,129,6.67,24.48,7.64,28.47,0.8,3.77,64.11,31.12
AshokVihar,77.67,2018,6,7,7,163,32.18,993.2,209.92,68,7.41,129,7.72,19.7,5.39,13.66,0.75,3.61,52.36,27.41
AshokVihar,59.67,2018,6,7,8,145.83,34.97,971.83,383.83,60.33,7.42,129,4.81,13.67,4.64,21.48,0.48,2.57,47.38,19.8
AshokVihar,47.92,2018,6,7,9,134.83,36.45,968.5,551,59.33,7.44,129,5.45,15.97,4.57,27.68,0.46,2.23,43.98,22.46
AshokVihar,47,2018,6,7,10,147.75,37.53,962.92,667.67,57.75,7.47,129,5.58,16.29,8.79,34.81,0.44,2.49,40.62,24.14
AshokVihar,58,2018,6,7,11,161.83,38.4,960.17,737.42,57,7.45,129,3.07,14.3,13.41,62.02,0.48,2.86,52.53,26.03
AshokVihar,67.25,2018,6,7,12,177.67,39.63,954.67,757.33,55.33,7.48,129,1.98,10.05,2.24,87.98,0.4,3.72,7.19,67.07
AshokVihar,68,2018,6,7,13,173.5,39.9,952.25,705.58,53.92,7.45,129,1.29,10.45,2.06,107.81,0.38,4.7,7.62,71.62
AshokVihar,69.83,2018,6,7,14,182.17,40.55,948,639.58,52,7.43,129,1.58,21.3,1.98,126.52,0.38,5.6,6.36,68.86
AshokVihar,66.33,2018,6,7,15,177.5,41.33,929.08,480.42,52,7.44,129,0.89,32.15,1.86,130.68,0.41,5.29,4.46,43.57
AshokVihar,64.17,2018,6,7,16,184.33,40.52,927.5,307.08,52.83,7.43,129,1.75,43,1.75,129.36,0.46,3.58,3.64,40.66
AshokVihar,66.75,2018,6,7,17,199.67,39.62,935.67,132.75,54.92,7.42,129,1.62,10.5,1.88,118.43,0.56,5.41,3.5,42.97
AshokVihar,68.83,2018,6,7,18,207.42,38.27,946.75,46.58,57.5,7.42,129,1.86,11.5,6.93,71.41,0.63,4.16,34.89,20.73
AshokVihar,71.75,2018,6,7,19,226.33,37.23,957.17,4.92,59.75,7.42,129,2.13,15.77,9.33,49.65,0.72,4.11,57.6,17.91
AshokVihar,76.58,2018,6,7,20,246.33,36.07,976.58,2,63.75,7.44,129,3.88,17.47,7.62,32.9,0.8,6.42,52.41,22.72
AshokVihar,85.25,2018,6,7,21,254.42,35.18,993.5,2,67.08,7.43,129,2.51,13.06,4.33,38.29,0.8,5.23,54.61,15.56
AshokVihar,79.58,2018,6,7,22,185.33,34.91,994.5,2,67.42,7.45,129,3.79,15.02,3.81,39.05,0.94,4.91,52.12,20.52
AshokVihar,75.33,2018,6,7,23,200.08,34.67,989.17,2,66,7.43,129,2.81,14.66,5.63,65.03,1.06,3.52,37.34,17.48
AshokVihar,86.92,2018,6,8,0,205.6,34.42,988.33,2,66,7.4,129,2.94,14.77,3.82,18.02,0.76,4.36,39.92,17.74
AshokVihar,77.92,2018,6,8,1,171.17,34.01,992.25,2,66.75,7.42,129,2.29,10.96,2.98,11.68,0.76,7.93,23.19,27.26
AshokVihar,72.42,2018,6,8,2,168.92,33.73,996,2,67.92,7.4,129,2.85,12.83,5.27,11.61,0.3,2.01,14.98,15.33
AshokVihar,77.5,2018,6,8,3,176.33,33.38,998.02,2,68.08,7.41,129,2.84,11.63,9.55,14.72,0.48,3.51,51.66,14.45
AshokVihar,78.92,2018,6,8,4,174.25,33.02,997.4133,2,69,7.42,129,3.52,12.4,7.35,12.35,0.38,3.08,52.47,18.1
AshokVihar,80.83,2018,6,8,5,177.67,32.59,996.8067,8.17,69.75,7.42,129,2.84,16.57,5.88,11.45,0.77,3.83,56.35,19.42
AshokVihar,88.33,2018,6,8,6,189,33.2,996.2,76.25,68.75,7.42,129,3.79,18.07,5.7,14.05,0.77,3.69,59.38,21.86
AshokVihar,78,2018,6,8,7,193.67,34.82,985.83,194.83,65.58,7.43,129,4.27,16.79,3.77,16.21,0.72,2.67,44.57,21.06
AshokVihar,70.58,2018,6,8,8,193.08,36.16,976.75,340.42,63.75,7.42,129,4.19,14.15,2.49,18.07,0.8,2.02,44.49,18.31
AshokVihar,81.92,2018,6,8,9,234.25,36.92,971.58,476.25,62.75,7.43,129,3.78,11.17,5.23,20.03,0.83,0.63,47.43,14.95
AshokVihar,90.33,2018,6,8,10,249.92,38.05,957.17,608.58,59.75,7.43,129,2.73,34.75,1.59,27.28,0.51,4.73,6.9,44.38
AshokVihar,73.58,2018,6,8,11,269.33,39.46,948.58,677.25,58,7.44,129,1.87,22.625,2.05,45.13,0.46,4.43,8.28,66.53
AshokVihar,72,2018,6,8,12,246.25,39.27,958.08,640.75,59.92,7.47,129,1.98,10.5,4.08,56.4,0.53,7.07,6.52,66.07
AshokVihar,92.17,2018,6,8,13,351.25,39.25,956.25,620.75,59.58,7.41,129,1.73,19.65,3.5,65.65,0.52,8.21,4.28,73.8
AshokVihar,88.5,2018,6,8,14,311.5,38.65,964.08,548.58,61.33,7.43,129,1.93,28.8,2.27,63.46,0.45,9.2,3.27,77.34
